name,calorias,gorduras totais,gorduras saturadas,gorduras trans,colesterol,sódio,carboidratos,fibras,açúcares,proteínas,vitamina A,vitamina C,cálcio,ferro,categoria,rede
PREMIUM MCWRAP CHICKEN & RANCH (CRISPY CHICKEN),2.8525921196638127,2.378397376017227,1.6256151588524825,2.7282005098328908,1.7434007091008061,3.4954887851998753,1.1497259198816356,2.76352309662715,1.2787333774455754,2.4906504300327086,3.458093523606094,1.5683238375016217,2.1728280779071465,3.2913720112184026,SANDUICHE DE FRANGO/PEIXE,red
PREMIUM MCWRAP CHICKEN & RANCH (GRILLED CHICKEN),2.3666663177847798,1.80035976671968,1.469211369139362,2.7282005098328908,1.9149547188932998,3.1788969243909357,1.1122944399112267,2.76352309662715,1.2090500330841816,2.6562782555918982,3.458093523606094,1.5683238375016217,1.8796210584303599,3.2913720112184026,SANDUICHE DE FRANGO/PEIXE,red
PREMIUM MCWRAP SOUTHWEST CHICKEN (CRISPY CHICKEN),3.03481429536845,2.46732623898608,1.6256151588524825,2.7282005098328908,1.6862160391699748,3.756211494101355,1.1818100455705576,3.93920516104525,1.4181000661683631,2.4906504300327086,3.458093523606094,1.5683238375016217,2.1728280779071465,3.2913720112184026,SANDUICHE DE FRANGO/PEIXE,red
PREMIUM MCWRAP SOUTHWEST CHICKEN (GRILLED CHICKEN),2.579258856106857,1.8892886296885334,1.469211369139362,1.0,1.9149547188932998,3.458242683928235,1.147052242740892,3.93920516104525,1.3484167218069691,2.711487530778295,3.867775777540443,1.5683238375016217,2.1728280779071465,3.2913720112184026,SANDUICHE DE FRANGO/PEIXE,red
PREMIUM MCWRAP CHICKEN SWEET CHILI (CRISPY CHICKEN),2.639999581341736,2.0226819241418132,4.519085268545215,1.0,1.5718466993083124,3.3465043801133154,1.163094305585353,2.76352309662715,1.487783410529757,2.269813329287122,3.458093523606094,1.5683238375016217,1.4691312311628586,3.2913720112184026,SANDUICHE DE FRANGO/PEIXE,red
PREMIUM MCWRAP CHICKEN SWEET CHILI (GRILLED CHICKEN),2.1540737794627027,1.4446443148442667,1.2346056845696811,1.0,1.7434007091008061,3.0299125193043763,1.1256628256149441,2.76352309662715,1.4181000661683631,2.4906504300327086,3.458093523606094,1.5683238375016217,1.4691312311628586,3.2913720112184026,SANDUICHE DE FRANGO/PEIXE,red
CHICKEN MCNUGGETS (4 PIECE),1.5770368897313514,1.53357317781312,1.1564037897131207,1.0,1.2859233496541562,1.6704298228895187,1.032084125688922,1.58784103220905,1.0,1.4968834766775694,1.0,1.075776511666883,1.0,1.2291372011218402,SANDUICHE DE FRANGO/PEIXE,red
CHICKEN MCNUGGETS (6 PIECE),1.8503701532883075,1.80035976671968,1.2346056845696811,1.0,1.45747735944665,2.005644734334278,1.0481261885333828,1.58784103220905,1.0,1.7177205774231559,1.0,1.075776511666883,1.1172828077907146,1.4582744022436804,SANDUICHE DE FRANGO/PEIXE,red
CHICKEN MCNUGGETS (10 PIECE),2.427407043019659,2.3339329445328003,1.3910094742828016,1.0,1.7434007091008061,2.6760745572237967,1.0802103142223047,2.1756820644181,1.0,2.2146040541007253,1.0,1.1515530233337659,1.1172828077907146,1.6874116033655207,SANDUICHE DE FRANGO/PEIXE,red
CHICKEN MCNUGGETS (20 PIECE),3.854814086039318,3.623401457581174,1.7820189485656033,1.0,2.5439860881324434,4.3521491144475934,1.157746951303866,2.76352309662715,1.0,3.4292081082014505,1.0,1.3031060466675317,1.2345656155814293,2.1456860056092015,SANDUICHE DE FRANGO/PEIXE,red
CHICKEN MCNUGGETS (40 PIECE),6.709628172078636,6.246802915162347,2.5640378971312066,1.3456401019665782,4.030787506334056,7.704298228895187,1.3154939026077321,4.5270461932543,1.034841672180697,5.803206941216505,1.0,1.5683238375016217,1.4691312311628586,3.8642150140230034,SANDUICHE DE FRANGO/PEIXE,red
FILET-O-FISH,2.1844441420801424,1.844824198204107,1.3128075794262413,1.0,1.45747735944665,2.098759987513378,1.1042734084889962,2.1756820644181,1.1742083609034846,1.8281391277959491,1.0819364507868698,1.0,1.8796210584303599,2.1456860056092015,SANDUICHE DE FRANGO/PEIXE,red
PREMIUM BACON RANCH SALAD (WITHOUT CHICKEN),1.4251850766441536,1.3112510203909866,3.7370663199796117,1.0,1.2859233496541562,1.558691519074599,1.026736771407435,2.76352309662715,1.1393666887227876,1.4968834766775694,7.964598316883933,2.1366476750032435,1.8796210584303599,1.6874116033655207,ACOMPANHAMENTO,red
PREMIUM BACON RANCH SALAD WITH CRISPY CHICKEN,2.1540737794627027,1.9337530611729603,1.469211369139362,1.0,1.8005853790316373,2.601582354680517,1.0588208970963569,2.1756820644181,1.1742083609034846,2.380231879659915,5.09682253934349,1.9472063958360364,1.8796210584303599,1.916548804487361,ACOMPANHAMENTO,red
PREMIUM BACON RANCH SALAD WITH GRILLED CHICKEN,1.6681479775836703,1.3557154518754135,1.3128075794262413,1.0,1.972139388824131,2.2849904938715775,1.0213894171259479,2.1756820644181,1.1393666887227876,2.6010689804055014,5.506504793277839,2.1366476750032435,1.8796210584303599,1.916548804487361,ACOMPANHAMENTO,red
PREMIUM SOUTHWEST SALAD (WITHOUT CHICKEN),1.4251850766441536,3.0008994167992,1.1564037897131207,1.0,1.1143693398616623,1.2793457595372995,1.0534735428148698,4.5270461932543,1.2090500330841816,1.3312556511183797,7.554916062949584,1.9472063958360364,1.8796210584303599,2.1456860056092015,ACOMPANHAMENTO,red
PREMIUM SOUTHWEST SALAD WITH CRISPY CHICKEN,2.3666663177847798,1.9782174926573868,4.519085268545215,1.0,1.5718466993083124,2.5829593040446968,1.1122944399112267,5.11488722546335,1.4181000661683631,2.269813329287122,7.964598316883933,2.1366476750032435,1.8796210584303599,2.718529008413802,ACOMPANHAMENTO,red
PREMIUM SOUTHWEST SALAD WITH GRILLED CHICKEN,1.8807405159057469,1.3557154518754135,2.9550473714140084,1.0,1.8005853790316373,2.2663674432357577,1.0748629599408177,5.11488722546335,1.3484167218069691,2.4906504300327086,7.964598316883933,2.1366476750032435,1.8796210584303599,2.718529008413802,ACOMPANHAMENTO,red
CHIPOTLE BBQ SNACK WRAP (CRISPY CHICKEN),2.032592328992945,1.6669664722664002,4.519085268545215,1.0,1.3431080195849874,2.452597949593957,1.0989260542075092,1.58784103220905,1.2787333774455754,1.7729298526095525,1.1638729015737397,1.0,1.5864140389535732,2.1456860056092015,ACOMPANHAMENTO,red
CHIPOTLE BBQ SNACK WRAP (GRILLED CHICKEN),1.7896294280534284,1.3557154518754135,3.7370663199796117,1.0,1.45747735944665,2.3036135445073977,1.0802103142223047,1.58784103220905,1.2438917052648786,1.8833484029823457,1.1638729015737397,1.075776511666883,1.5864140389535732,2.1456860056092015,ACOMPANHAMENTO,red
HONEY MUSTARD SNACK WRAP (CRISPY CHICKEN),2.0022219663755054,1.6669664722664002,4.519085268545215,1.0,1.4002926895158185,2.359482696414857,1.0909050227852788,1.58784103220905,1.1045250165420908,1.7729298526095525,1.0819364507868698,1.0,1.5864140389535732,2.1456860056092015,ACOMPANHAMENTO,red
HONEY MUSTARD SNACK WRAP (GRILLED CHICKEN),1.7592590654359888,1.3557154518754135,3.7370663199796117,1.0,1.514662029377481,2.210498291328298,1.0721892828000743,1.58784103220905,1.069683344361394,1.8833484029823457,1.0819364507868698,1.075776511666883,1.5864140389535732,2.1456860056092015,ACOMPANHAMENTO,red
RANCH SNACK WRAP (CRISPY CHICKEN),2.093333054227824,1.8892886296885334,1.3910094742828016,1.0,1.45747735944665,2.508467101501417,1.0855576685037918,1.58784103220905,1.1045250165420908,1.8281391277959491,1.0819364507868698,1.0,1.5864140389535732,2.1456860056092015,ACOMPANHAMENTO,red
RANCH SNACK WRAP (GRILLED CHICKEN),1.8503701532883075,1.5780376092975468,4.519085268545215,1.0,1.514662029377481,2.3408596457790374,1.0668419285185873,1.58784103220905,1.069683344361394,1.8833484029823457,1.0819364507868698,1.075776511666883,1.5864140389535732,2.1456860056092015,ACOMPANHAMENTO,red
SMALL FRENCH FRIES,1.6985183402011097,1.4891087463286934,2.1730284228484047,1.0,1.0,1.2420996582656596,1.0802103142223047,2.1756820644181,1.0,1.1104185503727932,1.0,2.1366476750032435,1.0,1.4582744022436804,ACOMPANHAMENTO,red
MEDIUM FRENCH FRIES,2.032592328992945,1.7114309037508268,2.9550473714140084,1.0,1.0,1.3538379620805794,1.1176417941927137,3.3513641288361997,1.0,1.2208371007455865,1.0,2.7049715125048657,1.1172828077907146,1.4582744022436804,ACOMPANHAMENTO,red
LARGE FRENCH FRIES,2.548888493489417,2.06714635562624,3.7370663199796117,1.0,1.0,1.540068468438779,1.179136368429814,3.93920516104525,1.0,1.3312556511183797,1.0,3.652177908340902,1.1172828077907146,1.916548804487361,ACOMPANHAMENTO,red
KIDS FRENCH FRIES,1.3340739887918351,1.2223221574221332,1.0782018948565604,1.0,1.0,1.1210498291328297,1.0401051571111524,1.58784103220905,1.0,1.0552092751863964,1.0,1.5683238375016217,1.0,1.2291372011218402,ACOMPANHAMENTO,red
SIDE SALAD,1.060740725234879,1.0,1.0,1.0,1.0,1.01862305063582,1.010694708562974,1.58784103220905,1.069683344361394,1.0552092751863964,2.8435701427045705,1.9472063958360364,1.1172828077907146,1.4582744022436804,ACOMPANHAMENTO,red
APPLE SLICES,1.0455555439261592,1.0,1.0,1.0,1.0,1.0,1.010694708562974,1.0,1.1045250165420908,1.0,1.0,7.0621209333506325,1.1172828077907146,1.0,ACOMPANHAMENTO,red
FRUIT 'N YOGURT PARFAIT,1.4555554392615933,1.0889288629688534,1.0782018948565604,1.0,1.0571846699308312,1.1303613544507398,1.0802103142223047,1.58784103220905,1.8013584601560293,1.2208371007455865,1.0819364507868698,1.5683238375016217,1.5864140389535732,1.4582744022436804,ACOMPANHAMENTO,red
BAKED APPLE PIE,1.7592590654359888,1.5780376092975468,1.5474132639959224,1.0,1.0,1.3165918608089395,1.0855576685037918,3.3513641288361997,1.4529417383490602,1.1104185503727932,1.1638729015737397,1.9472063958360364,1.1172828077907146,1.6874116033655207,SOBREMESA,red
CHOCOLATE CHIP COOKIE,1.485925801879033,1.3557154518754135,3.7370663199796117,1.0,1.1143693398616623,1.1676074557223797,1.0561472199556134,1.58784103220905,1.5226250827104537,1.1104185503727932,1.0819364507868698,1.0,1.1172828077907146,1.916548804487361,SOBREMESA,red
OATMEAL RAISIN COOKIE,1.4555554392615933,1.2667865889065602,2.9550473714140084,1.0,1.1143693398616623,1.2514111835835695,1.0588208970963569,1.58784103220905,1.4529417383490602,1.1104185503727932,1.0819364507868698,1.0,1.1172828077907146,1.6874116033655207,SOBREMESA,red
KIDS ICE CREAM CONE,1.136666631778478,1.6669664722664002,1.0782018948565604,1.0,1.0571846699308312,1.03724610127164,1.0187157399852045,1.0,1.2090500330841816,1.0552092751863964,1.0819364507868698,1.0,1.2345656155814293,1.0,SOBREMESA,red
HOT FUDGE SUNDAE,2.0022219663755054,1.40017988335984,1.5474132639959224,1.0,1.2859233496541562,1.3165918608089395,1.141704888459405,1.58784103220905,2.672400264673452,1.4416742014911728,1.3277458031474791,1.0,2.466035097383933,1.916548804487361,SOBREMESA,red
HOT CARAMEL SUNDAE,2.032592328992945,1.3557154518754135,1.3910094742828016,1.0,1.3431080195849874,1.2793457595372995,1.1604206284446095,1.0,2.4981919037699676,1.3864649263047761,1.409682253934349,1.0,2.466035097383933,1.0,SOBREMESA,red
STRAWBERRY SUNDAE,1.8503701532883075,1.2667865889065602,1.3128075794262413,1.0,1.2859233496541562,1.1582959304044698,1.1310101798964312,1.0,2.5678752481313616,1.3312556511183797,1.3277458031474791,1.1515530233337659,2.1728280779071465,1.0,SOBREMESA,red
BLUEBERRY POMEGRANATE SMOOTHIE (SMALL),1.6681479775836703,1.2223221574221332,1.0,1.0,1.0571846699308312,1.07449220254328,1.1336838570371746,2.76352309662715,2.5330335759506646,1.1104185503727932,1.0,1.075776511666883,1.351848423372144,1.2291372011218402,SHAKE,red
BLUEBERRY POMEGRANATE SMOOTHIE (MEDIUM),1.7896294280534284,1.0444644314844267,1.0,1.0,1.0571846699308312,1.0931152531791,1.1657679827260965,3.3513641288361997,2.8814502977576337,1.1656278255591896,1.0,1.1515530233337659,1.4691312311628586,1.2291372011218402,SHAKE,red
BLUEBERRY POMEGRANATE SMOOTHIE (LARGE),2.032592328992945,1.0444644314844267,1.3910094742828016,1.0,1.0571846699308312,1.1210498291328297,1.211220494118736,3.93920516104525,3.438917052648785,1.2208371007455865,1.0,1.1515530233337659,1.5864140389535732,1.2291372011218402,SHAKE,red
STRAWBERRY BANANA SMOOTHIE (SMALL),1.6377776149662306,1.2223221574221332,1.0,1.0,1.0571846699308312,1.0931152531791,1.1256628256149441,2.76352309662715,2.5330335759506646,1.1656278255591896,1.0,2.1366476750032435,1.4691312311628586,1.2291372011218402,SHAKE,red
STRAWBERRY BANANA SMOOTHIE (MEDIUM),1.7592590654359888,1.0444644314844267,1.0,1.0,1.0571846699308312,1.1117383038149198,1.1550732741631227,2.76352309662715,2.8814502977576337,1.2208371007455865,1.0,2.3260889541704506,1.4691312311628586,1.4582744022436804,SHAKE,red
STRAWBERRY BANANA SMOOTHIE (LARGE),2.0022219663755054,1.0444644314844267,1.3910094742828016,1.0,1.0571846699308312,1.1489844050865599,1.1978521084150184,3.3513641288361997,3.438917052648785,1.276046375931983,1.0,2.7049715125048657,1.5864140389535732,1.4582744022436804,SHAKE,red
MANGO PINEAPPLE SMOOTHIE (SMALL),1.6377776149662306,1.2223221574221332,1.0,1.0,1.0571846699308312,1.07449220254328,1.1336838570371746,1.58784103220905,2.6027169203120586,1.1104185503727932,2.2290467618030467,1.757765116668829,1.4691312311628586,1.2291372011218402,SHAKE,red
MANGO PINEAPPLE SMOOTHIE (MEDIUM),1.7896294280534284,1.0444644314844267,1.0,1.0,1.0571846699308312,1.0838037278611898,1.163094305585353,1.58784103220905,2.9511336421190277,1.1656278255591896,2.638729015737396,1.9472063958360364,1.4691312311628586,1.2291372011218402,SHAKE,red
MANGO PINEAPPLE SMOOTHIE (LARGE),2.032592328992945,1.0444644314844267,1.3910094742828016,1.0,1.0571846699308312,1.1117383038149198,1.2085468169779925,2.1756820644181,3.5086003970101785,1.2208371007455865,3.0484112696717447,2.1366476750032435,1.5864140389535732,1.2291372011218402,SHAKE,red
VANILLA SHAKE (SMALL),2.6096292187242964,1.6669664722664002,1.7820189485656033,1.3456401019665782,1.6862160391699748,1.2979688101731195,1.2299362341039404,1.0,3.195025347383906,1.6073020270503626,1.819364507868698,1.0,3.345656155814293,1.0,SHAKE,red
VANILLA SHAKE (MEDIUM),3.0044439327510104,1.844824198204107,1.938422738278724,1.3456401019665782,1.8577700489624687,1.3724610127163994,1.2914308083410406,1.0,3.822175446636451,1.7729298526095525,2.0242056348358726,1.0,3.9320701947678662,1.0,SHAKE,red
VANILLA SHAKE (LARGE),3.4903697346300433,2.0226819241418132,2.1730284228484047,1.3456401019665782,2.029324058754962,1.4841993165313192,1.3609464140003715,1.0,4.519008890250389,1.9937669533551388,2.2290467618030467,1.0,4.5184842337214395,1.0,SHAKE,red
STRAWBERRY SHAKE (SMALL),2.6703699439591753,1.7114309037508268,1.7820189485656033,1.3456401019665782,1.6862160391699748,1.2979688101731195,1.2406309426669142,1.0,3.752492102275057,1.6625113022367592,1.819364507868698,1.0,3.345656155814293,1.0,SHAKE,red
STRAWBERRY SHAKE (MEDIUM),3.0955550206033293,1.8892886296885334,2.0166246331352844,1.3456401019665782,1.8577700489624687,1.3910840633522192,1.304799194044758,1.0,4.484167218069692,1.8281391277959491,2.0242056348358726,1.0,3.9320701947678662,1.0,SHAKE,red
STRAWBERRY SHAKE (LARGE),3.581480822482362,2.06714635562624,2.1730284228484047,1.3456401019665782,2.029324058754962,1.4841993165313192,1.3743147997040888,1.0,5.285525678225722,1.9937669533551388,2.2290467618030467,1.0,5.104898272675013,1.0,SHAKE,red
CHOCOLATE SHAKE (SMALL),2.700740306576615,1.7114309037508268,1.7820189485656033,1.3456401019665782,1.6862160391699748,1.4469532152596791,1.2433046198076578,1.58784103220905,3.682808757913663,1.6625113022367592,1.819364507868698,1.0,3.345656155814293,1.916548804487361,SHAKE,red
CHOCOLATE SHAKE (MEDIUM),3.1259253832207685,1.8892886296885334,1.938422738278724,1.3456401019665782,1.8577700489624687,1.558691519074599,1.304799194044758,2.1756820644181,4.379642201527601,1.8281391277959491,2.0242056348358726,1.0,3.9320701947678662,2.1456860056092015,SHAKE,red
CHOCOLATE SHAKE (LARGE),3.581480822482362,2.0226819241418132,2.1730284228484047,1.3456401019665782,1.972139388824131,1.7076759241611588,1.3769884768448324,2.1756820644181,5.181000661683631,2.0489762285415356,2.2290467618030467,1.0,4.5184842337214395,2.718529008413802,SHAKE,red
SHAMROCK SHAKE (MEDIUM),3.0044439327510104,1.844824198204107,1.938422738278724,1.3456401019665782,1.8577700489624687,1.3910840633522192,1.2914308083410406,1.0,4.240275512804814,1.7729298526095525,2.0242056348358726,1.0,3.9320701947678662,1.0,SHAKE,red
SHAMROCK SHAKE (LARGE),3.4903697346300433,2.0226819241418132,2.1730284228484047,1.3456401019665782,2.029324058754962,1.4841993165313192,1.3609464140003715,1.0,5.0067923007801465,1.9937669533551388,2.2290467618030467,1.0,4.5184842337214395,1.0,SHAKE,red
MCFLURRY WITH M&M CANDIES (SMALL),2.974073570133571,2.0226819241418132,2.0948265279918443,2.7282005098328908,1.5718466993083124,1.3352149114447593,1.2566730055113753,1.58784103220905,4.100908824082026,1.7177205774231559,1.6145233809015234,1.0,3.6388631752910796,1.916548804487361,SHAKE,red
MCFLURRY WITH M&MS CANDIES (MEDIUM),3.8244437234218784,2.46732623898608,2.5640378971312066,1.3456401019665782,1.8577700489624687,1.4841993165313192,1.3716411225633454,2.1756820644181,5.459734039129206,2.1041855037279324,2.0242056348358726,1.0,5.104898272675013,2.1456860056092015,SHAKE,red
MCFLURRY WITH M&MS CANDIES (SNACK),2.305925592549901,1.6669664722664002,1.7820189485656033,1.0,1.4002926895158185,1.2234766076298396,1.1711153370075835,1.58784103220905,3.0556586586611187,1.4968834766775694,1.409682253934349,1.0,2.7592421168607197,1.4582744022436804,SHAKE,red
MCFLURRY WITH OREO COOKIES (SMALL),2.548888493489417,1.7558953352352535,1.703817053709043,2.7282005098328908,1.514662029377481,1.521445417802959,1.2138941712594793,1.58784103220905,3.229867019564603,1.6625113022367592,1.6145233809015234,1.0,3.345656155814293,1.916548804487361,SHAKE,red
MCFLURRY WITH OREO COOKIES (MEDIUM),3.0955550206033293,2.0226819241418132,1.938422738278724,1.3456401019665782,1.6290313692391436,1.7076759241611588,1.2834097769188102,1.58784103220905,3.961542135359238,1.8281391277959491,1.819364507868698,1.0,3.9320701947678662,2.1456860056092015,SHAKE,red
MCFLURRY WITH OREO COOKIES (SNACK),2.032592328992945,1.4891087463286934,1.469211369139362,1.0,1.3431080195849874,1.3538379620805794,1.141704888459405,1.58784103220905,2.4981919037699676,1.4416742014911728,1.409682253934349,1.0,2.466035097383933,1.6874116033655207,SHAKE,red
MCFLURRY WITH REESE'S PEANUT BUTTER CUPS (MEDIUM),3.4599993720126037,2.4228618075016537,2.1730284228484047,1.3456401019665782,1.6862160391699748,1.7449220254327986,1.304799194044758,2.1756820644181,4.588692234611782,2.159394778914329,1.819364507868698,1.0,4.5184842337214395,1.6874116033655207,SHAKE,red
MCFLURRY WITH REESE'S PEANUT BUTTER CUPS (SNACK),2.2451848673150216,1.7114309037508268,1.6256151588524825,1.0,1.3431080195849874,1.3724610127163994,1.152399597022379,1.58784103220905,2.776925281215543,1.552092751863966,1.409682253934349,1.0,2.7592421168607197,1.4582744022436804,SHAKE,red
