name,calorias,gorduras totais,gorduras saturadas,gorduras trans,colesterol,sódio,carboidratos,fibras,açúcares,proteínas,vitamina A,vitamina C,cálcio,ferro,sal,cafeína,categoria,rede
CLOVER® BREWED COFFEE - DARK ROAST VENTI®,1.0370099700518027,1.0,1.0,1.0,1.0,1.0247412667889482,1.0,1.0,1.0,1.0670809637588254,1.0,1.0,1.0,1.0,0.0,1.0690751224593171,BEBIDAS,#24704D
CLOVER® BREWED COFFEE - LIGHT ROAST SHORT,1.0370099700518027,1.0,1.0,1.0,1.0,1.012370633394474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0227800935770088,BEBIDAS,#24704D
CLOVER® BREWED COFFEE - LIGHT ROAST TALL,1.0370099700518027,1.0,1.0,1.0,1.0,1.0247412667889482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0374769281428209,BEBIDAS,#24704D
CLOVER® BREWED COFFEE - LIGHT ROAST GRANDE,1.0370099700518027,1.0,1.0,1.0,1.0,1.0247412667889482,1.0,1.0,1.0,1.0670809637588254,1.0,1.0,1.0,1.0,0.0,1.0499692375237613,BEBIDAS,#24704D
CLOVER® BREWED COFFEE - LIGHT ROAST VENTI®,1.0370099700518027,1.0,1.0,1.0,1.0,1.0247412667889482,1.0,1.0,1.0,1.0670809637588254,1.0,1.0,1.0,1.0,0.0,1.0624615469047016,BEBIDAS,#24704D
CLOVER® BREWED COFFEE - MEDIUM ROAST SHORT,1.0370099700518027,1.0,1.0,1.0,1.0,1.012370633394474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0249846187618807,BEBIDAS,#24704D
CLOVER® BREWED COFFEE - MEDIUM ROAST TALL,1.0370099700518027,1.0,1.0,1.0,1.0,1.0247412667889482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.041151136784274,BEBIDAS,#24704D
CLOVER® BREWED COFFEE - MEDIUM ROAST GRANDE,1.0370099700518027,1.0,1.0,1.0,1.0,1.0247412667889482,1.0,1.0,1.0,1.0670809637588254,1.0,1.0,1.0,1.0,0.0,1.0551131296217955,BEBIDAS,#24704D
CLOVER® BREWED COFFEE - MEDIUM ROAST VENTI®,1.0370099700518027,1.0,1.0,1.0,1.0,1.0247412667889482,1.0,1.0,1.0,1.0670809637588254,1.0,1.0,1.0,1.0,0.0,1.065400913817864,BEBIDAS,#24704D
ICED COFFEE TALL,1.2220598203108173,1.0,1.0,1.0,1.0,1.0247412667889482,1.0595229862638524,1.0,1.6231926846159188,1.0,1.0,1.0,1.0,1.0,0.0,1.0176362014789746,BEBIDAS,#24704D
ICED COFFEE GRANDE,1.2960797604144227,1.0,1.0,1.0,1.0,1.0247412667889482,1.0793639816851366,1.0,1.8309235794878918,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.02424977703359,BEBIDAS,#24704D
ICED COFFEE VENTI®,1.4441196406216343,1.0,1.0,1.0,1.0,1.0371119001834224,1.119045972527705,1.0,2.2463853692318376,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.0345375612296586,BEBIDAS,#24704D
ICED COFFEE TRENTA,1.5921595208288457,1.0,1.0,1.0,1.0,1.0371119001834224,1.1587279633702734,1.0,2.620300980001389,1.0670809637588254,1.0,1.0,1.1199919212466907,1.0,0.0,1.041151136784274,BEBIDAS,#24704D
ICED COFFEE WITH MILK TALL,1.2960797604144227,1.0,1.0,1.0,1.0,1.0742238003668443,1.067459384432366,1.0,1.706285042564708,1.1341619275176507,1.1150009066822402,1.0,1.3599757637400716,1.0,0.0,1.013227151109231,BEBIDAS,#24704D
ICED COFFEE WITH MILK GRANDE,1.4441196406216343,1.1133758085703571,1.0998858510848784,1.0,1.0803429469167072,1.0865944337613185,1.0912685789379073,1.0,1.9555621164110755,1.1341619275176507,1.1150009066822402,1.0,1.4799676849867622,1.0,0.0,1.0183710432072652,BEBIDAS,#24704D
ICED COFFEE WITH MILK VENTI®,1.5921595208288457,1.0,1.0,1.0,1.0,1.1484476007336888,1.1388869679489892,1.0,2.4541162641038103,1.2683238550353013,1.3450027200467205,1.0,1.899939409350179,1.0,0.0,1.0249846187618807,BEBIDAS,#24704D
ICED COFFEE WITH MILK TRENTA,1.77720937108786,1.0,1.0,1.0,1.0803429469167072,1.173188867522637,1.1825371578758144,1.0,2.911124232822151,1.3354048187941268,1.4600036267289607,1.0,1.899939409350179,1.0,0.0,1.027923985675043,BEBIDAS,#24704D
COLD BREWED COFFEE TALL,1.0074019940103607,1.0,1.0,1.0,1.0,1.0247412667889482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
COLD BREWED COFFEE GRANDE,1.011102991015541,1.0,1.0,1.0,1.0,1.0371119001834224,1.0,1.0,1.0,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.0293936691316243,BEBIDAS,#24704D
COLD BREWED COFFEE VENTI®,1.0148039880207211,1.0,1.0,1.0,1.0,1.0494825335778963,1.0,1.0,1.0,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.0440905036974364,BEBIDAS,#24704D
COLD BREWED COFFEE TRENTA,1.0185049850259014,1.0,1.0,1.0,1.0,1.0618531669723703,1.0,1.0,1.0,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.04849955406718,BEBIDAS,#24704D
VANILLA SWEET CREAM COLD BREW TALL,1.3700997005180287,1.3401274257110716,1.3995434043395134,1.0,1.321371787666829,1.0494825335778963,1.047618389011082,1.0,1.4985541476927349,1.0670809637588254,1.3450027200467205,1.0,1.1199919212466907,1.0,0.0,1.020575568392137,BEBIDAS,#24704D
VANILLA SWEET CREAM COLD BREW GRANDE,1.4071096705698314,1.3401274257110716,1.3995434043395134,1.0,1.321371787666829,1.0618531669723703,1.0555547871795956,1.0,1.581646505641524,1.0670809637588254,1.3450027200467205,1.0,1.2399838424933811,1.0,0.0,1.0271891439467524,BEBIDAS,#24704D
VANILLA SWEET CREAM COLD BREW VENTI®,1.7401994010360573,1.6235669471369643,1.6992009575941482,1.0,1.642743575333658,1.0989650671557927,1.095236778022164,1.0,1.99710829538547,1.0670809637588254,1.8625068001168015,1.0,1.3599757637400716,1.0,0.0,1.0404162950559834,BEBIDAS,#24704D
VANILLA SWEET CREAM COLD BREW TRENTA,1.77720937108786,1.6235669471369643,1.6992009575941482,1.0,1.642743575333658,1.1113357005502666,1.1031731761906776,1.0,2.080200653334259,1.1341619275176507,1.8625068001168015,1.0,1.3599757637400716,1.0,0.0,1.047029870610599,BEBIDAS,#24704D
CAFFÈ AMERICANO SHORT,1.0185049850259014,1.0,1.0,1.0,1.0,1.012370633394474,1.0039681990842568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
CAFFÈ AMERICANO TALL,1.0370099700518027,1.0,1.0,1.0,1.0,1.0247412667889482,1.0079363981685137,1.0,1.0,1.0670809637588254,1.0,1.0,1.1199919212466907,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
CAFFÈ AMERICANO GRANDE,1.0555149550777043,1.0,1.0,1.0,1.0,1.0371119001834224,1.0119045972527705,1.0,1.0,1.0670809637588254,1.0,1.0,1.1199919212466907,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
CAFFÈ AMERICANO VENTI®,1.0925249251295073,1.0,1.0,1.0,1.0,1.0371119001834224,1.0158727963370273,1.0,1.0,1.0670809637588254,1.0,1.0,1.1199919212466907,1.0,0.0,1.0440905036974364,BEBIDAS,#24704D
ICED CAFFÈ AMERICANO TALL,1.0370099700518027,1.0,1.0,1.0,1.0,1.0247412667889482,1.0079363981685137,1.0,1.0,1.0670809637588254,1.0,1.0,1.1199919212466907,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED CAFFÈ AMERICANO GRANDE,1.0555149550777043,1.0,1.0,1.0,1.0,1.0371119001834224,1.0119045972527705,1.0,1.0,1.0670809637588254,1.0,1.0,1.1199919212466907,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
ICED CAFFÈ AMERICANO VENTI®,1.0925249251295073,1.0,1.0,1.0,1.0,1.0494825335778963,1.0158727963370273,1.0,1.0,1.0670809637588254,1.0,1.0,1.1199919212466907,1.0,0.0,1.0440905036974364,BEBIDAS,#24704D
CAFFÈ LATTE SHORT,1.25906979036262,1.0,1.0,1.0,1.0803429469167072,1.185559500917111,1.0396819908425683,1.0,1.3739156107695512,1.402485782552952,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
CAFFÈ LATTE TALL,1.3700997005180287,1.0,1.0,1.0,1.0803429469167072,1.2968952014673776,1.0595229862638524,1.0,1.581646505641524,1.6708096375882533,1.8625068001168015,1.0,2.799878818700358,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
CAFFÈ LATTE GRANDE,1.555149550777043,1.283439521425893,1.0998858510848784,1.0,1.0,1.3216364682563257,1.0515865880953388,1.1857907282585758,1.3323694317951567,1.6708096375882533,1.8625068001168015,1.0,3.3998384249338107,2.3537969007956883,0.0,1.0220452518487182,BEBIDAS,#24704D
CAFFÈ LATTE VENTI®,1.6291694908806487,1.0,1.0,1.0,1.1606858938334146,1.4700840689900145,1.099204977106421,1.0,1.9555621164110755,2.0732954201412053,2.725013600233603,1.0,3.999798031167263,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED CAFFÈ LATTE TALL,1.25906979036262,1.0,1.0,1.0,1.0803429469167072,1.1979301343115851,1.0396819908425683,1.0,1.3739156107695512,1.402485782552952,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
ICED CAFFÈ LATTE GRANDE,1.333089730466226,1.0,1.0,1.0,1.0803429469167072,1.2597833012839554,1.0515865880953388,1.0,1.4570079687183404,1.5366477100706026,1.8625068001168015,1.0,2.4998990155836314,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED CAFFÈ LATTE VENTI®,1.4811296106734373,1.0,1.0,1.0,1.0803429469167072,1.346377735045274,1.0753957826008798,1.0,1.6647388635903133,1.804971565105904,2.150009066822402,1.0,3.0998586218170843,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
CAFFÈ MOCHA SHORT,1.4441196406216343,1.1133758085703571,1.0998858510848784,1.0,1.0803429469167072,1.160818234128163,1.0833321807693934,1.3715814565171516,1.706285042564708,1.4695667463117774,1.4600036267289607,1.0,1.899939409350179,2.3537969007956883,0.0,1.013227151109231,BEBIDAS,#24704D
CAFFÈ MOCHA TALL,1.7031894309842543,1.1133758085703571,1.0998858510848784,1.0,1.0803429469167072,1.2474126678894812,1.1269823706962188,1.5573721847757274,2.121746832308654,1.6708096375882533,1.8625068001168015,1.0,2.799878818700358,3.2563281679928138,0.0,1.0139619928375216,BEBIDAS,#24704D
CAFFÈ MOCHA GRANDE,2.2213290117094946,1.680254851422143,1.6992009575941482,1.0,1.4820576815002435,1.3216364682563257,1.166664361538787,1.7431629130343032,2.412570085129416,1.8720525288647294,1.8625068001168015,1.0,2.799878818700358,4.158859435189939,0.0,1.0257194604901712,BEBIDAS,#24704D
CAFFÈ MOCHA VENTI®,2.1473090716058887,1.2267516171407142,1.1997717021697567,1.0,1.1606858938334146,1.4206015354121182,1.214282750549869,1.9289536412928787,2.8280318748733615,2.1403763839000307,2.4375113335280023,1.0,3.6998182280505367,4.610125068788502,0.0,1.0271891439467524,BEBIDAS,#24704D
ICED CAFFÈ MOCHA TALL,1.555149550777043,1.1133758085703571,1.0998858510848784,1.0,1.0803429469167072,1.160818234128163,1.1071413752749346,1.5573721847757274,1.9140159374366807,1.4695667463117774,1.4600036267289607,1.0,1.899939409350179,3.2563281679928138,0.0,1.0139619928375216,BEBIDAS,#24704D
ICED CAFFÈ MOCHA GRANDE,1.7401994010360573,1.1700637128555358,1.1997717021697567,1.0,1.0803429469167072,1.1979301343115851,1.142855167033246,1.7431629130343032,2.1632930112830486,1.603728673829428,1.5750045334112008,1.0,2.1999192124669054,4.158859435189939,0.0,1.0257194604901712,BEBIDAS,#24704D
ICED CAFFÈ MOCHA VENTI®,2.1102991015540855,1.2267516171407142,1.299657553254635,1.0,1.0803429469167072,1.2721539346784296,1.2103145514656122,2.1147443695514547,2.703393337950178,1.8720525288647294,1.8625068001168015,1.0,2.799878818700358,5.5126563359856275,0.0,1.0389466115994022,BEBIDAS,#24704D
ESPRESSO SOLO,1.0185049850259014,1.0,1.0,1.0,1.0,1.0,1.0039681990842568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
ESPRESSO DOPPIO,1.0370099700518027,1.0,1.0,1.0,1.0,1.0,1.0079363981685137,1.0,1.0,1.0670809637588254,1.0,1.0,1.0,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ESPRESSO TRIPLE,1.0555149550777043,1.0,1.0,1.0,1.0,1.0,1.0119045972527705,1.0,1.0,1.1341619275176507,1.0,1.0,1.0,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
ESPRESSO QUAD,1.074019940103606,1.0,1.0,1.0,1.0,1.0,1.0158727963370273,1.0,1.0,1.1341619275176507,1.0,1.0,1.0,1.0,0.0,1.0440905036974364,BEBIDAS,#24704D
ICED ESPRESSO SOLO,1.0185049850259014,1.0,1.0,1.0,1.0,1.0,1.0039681990842568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
ICED ESPRESSO DOPPIO,1.0370099700518027,1.0,1.0,1.0,1.0,1.0,1.0079363981685137,1.0,1.0,1.0670809637588254,1.0,1.0,1.0,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED ESPRESSO TRIPLE,1.0555149550777043,1.0,1.0,1.0,1.0,1.0,1.0119045972527705,1.0,1.0,1.1341619275176507,1.0,1.0,1.0,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
ICED ESPRESSO QUAD,1.074019940103606,1.0,1.0,1.0,1.0,1.0,1.0158727963370273,1.0,1.0,1.1341619275176507,1.0,1.0,1.0,1.0,0.0,1.0440905036974364,BEBIDAS,#24704D
ESPRESSO CON PANNA SOLO,1.1110299101554086,1.1700637128555358,1.1997717021697567,1.0,1.1606858938334146,1.0074223800366844,1.0079363981685137,1.0,1.0415461789743945,1.0670809637588254,1.1150009066822402,1.0,1.0,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
ESPRESSO CON PANNA DOPPIO,1.12953489518131,1.1700637128555358,1.1997717021697567,1.0,1.1606858938334146,1.0074223800366844,1.0119045972527705,1.0,1.0415461789743945,1.0670809637588254,1.1150009066822402,1.0,1.0,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ESPRESSO CON PANNA TRIPLE,1.1480398802072114,1.1700637128555358,1.1997717021697567,1.0,1.1606858938334146,1.0,1.0158727963370273,1.0,1.0415461789743945,1.0670809637588254,1.1150009066822402,1.0,1.0,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
ESPRESSO CON PANNA QUAD,1.1850498502590143,1.1700637128555358,1.1997717021697567,1.0,1.1606858938334146,1.0,1.0198409954212841,1.0,1.0415461789743945,1.1341619275176507,1.1150009066822402,1.0,1.0,1.0,0.0,1.0440905036974364,BEBIDAS,#24704D
CAPPUCCINO SHORT,1.1850498502590143,1.0,1.0,1.0,1.0803429469167072,1.1484476007336888,1.0317455926740546,1.0,1.2908232528207622,1.3354048187941268,1.4600036267289607,1.0,1.899939409350179,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
CAPPUCCINO TALL,1.2220598203108173,1.0,1.0,1.0,1.0803429469167072,1.173188867522637,1.0357137917583115,1.0,1.3323694317951567,1.402485782552952,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
CAPPUCCINO GRANDE,1.4441196406216343,1.2267516171407142,1.1997717021697567,1.0,1.2410288407501218,1.2474126678894812,1.047618389011082,1.0,1.4154617897439459,1.5366477100706026,1.5750045334112008,1.0,2.4998990155836314,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
CAPPUCCINO VENTI®,1.4071096705698314,1.0,1.0,1.0,1.0803429469167072,1.2968952014673776,1.0634911853481093,1.0,1.581646505641524,1.6708096375882533,2.150009066822402,1.0,2.799878818700358,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
CARAMEL MACCHIATO SHORT,1.3700997005180287,1.0566879042851784,1.0998858510848784,1.0,1.0803429469167072,1.173188867522637,1.0634911853481093,1.0,1.6231926846159188,1.3354048187941268,1.5750045334112008,1.0,1.899939409350179,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
CARAMEL MACCHIATO TALL,1.555149550777043,1.1133758085703571,1.0998858510848784,1.0,1.1606858938334146,1.2597833012839554,1.1071413752749346,1.0,2.0386544743598645,1.5366477100706026,1.8625068001168015,1.0,2.4998990155836314,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
CARAMEL MACCHIATO GRANDE,1.77720937108786,1.3401274257110716,1.1997717021697567,1.0,1.0803429469167072,1.2968952014673776,1.119045972527705,1.1857907282585758,2.080200653334259,1.603728673829428,1.8625068001168015,1.0,3.0998586218170843,2.3537969007956883,0.0,1.0220452518487182,BEBIDAS,#24704D
CARAMEL MACCHIATO VENTI®,1.9252492512950714,1.1133758085703571,1.0998858510848784,1.0,1.1606858938334146,1.4206015354121182,1.1785689587915575,1.0,2.7449395169245725,1.8720525288647294,2.4375113335280023,1.0,3.3998384249338107,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED CARAMEL MACCHIATO TALL,1.51813958072524,1.1133758085703571,1.0998858510848784,1.0,1.1606858938334146,1.2474126678894812,1.1031731761906776,1.0,1.99710829538547,1.4695667463117774,1.8625068001168015,1.0,2.4998990155836314,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
ICED CARAMEL MACCHIATO GRANDE,1.77720937108786,1.1133758085703571,1.1997717021697567,1.0,1.1606858938334146,1.3340071016508,1.146823366117503,1.0,2.4541162641038103,1.6708096375882533,2.150009066822402,1.0,2.799878818700358,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED CARAMEL MACCHIATO VENTI®,2.073289131502283,1.1700637128555358,1.1997717021697567,1.0,1.2410288407501218,1.4453428022010666,1.2103145514656122,1.0,3.077308948719729,1.9391334926235546,2.4375113335280023,1.0,3.6998182280505367,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
ESPRESSO MACCHIATO SOLO,1.0185049850259014,1.0,1.0,1.0,1.0,1.0049482533577896,1.0039681990842568,1.0,1.0,1.0670809637588254,1.0,1.0,1.0,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
ESPRESSO MACCHIATO DOPPIO,1.0370099700518027,1.0,1.0,1.0,1.0,1.0049482533577896,1.0079363981685137,1.0,1.0,1.0670809637588254,1.0,1.0,1.0,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ESPRESSO MACCHIATO TRIPLE,1.074019940103606,1.0,1.0,1.0,1.0,1.0049482533577896,1.0119045972527705,1.0,1.0,1.0670809637588254,1.0,1.0,1.0,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
ESPRESSO MACCHIATO QUAD,1.0925249251295073,1.0,1.0,1.0,1.0,1.0049482533577896,1.0158727963370273,1.0,1.0,1.1341619275176507,1.0,1.0,1.0,1.0,0.0,1.0440905036974364,BEBIDAS,#24704D
FLAT WHITE SHORT,1.2220598203108173,1.0,1.0,1.0,1.0803429469167072,1.173188867522637,1.0357137917583115,1.0,1.3323694317951567,1.402485782552952,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.0191058849355559,BEBIDAS,#24704D
FLAT WHITE TALL,1.3700997005180287,1.0,1.0,1.0,1.0803429469167072,1.2845245680729036,1.0595229862638524,1.0,1.5401003266671296,1.6708096375882533,1.8625068001168015,1.0,2.799878818700358,1.0,0.0,1.0191058849355559,BEBIDAS,#24704D
FLAT WHITE GRANDE,1.4811296106734373,1.0,1.0,1.0,1.0803429469167072,1.371119001834222,1.0753957826008798,1.0,1.706285042564708,1.804971565105904,2.150009066822402,1.0,3.3998384249338107,1.0,0.0,1.0286588274033337,BEBIDAS,#24704D
FLAT WHITE VENTI®,1.6291694908806487,1.0,1.0,1.0,1.1606858938334146,1.4700840689900145,1.095236778022164,1.0,1.9555621164110755,2.0732954201412053,2.725013600233603,1.0,3.999798031167263,1.0,0.0,1.0286588274033337,BEBIDAS,#24704D
LATTE MACCHIATO SHORT,1.2220598203108173,1.0,1.0,1.0,1.0803429469167072,1.173188867522637,1.0396819908425683,1.0,1.3323694317951567,1.402485782552952,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
LATTE MACCHIATO TALL,1.3700997005180287,1.0,1.0,1.0,1.0803429469167072,1.2845245680729036,1.0595229862638524,1.0,1.5401003266671296,1.6708096375882533,1.8625068001168015,1.0,2.799878818700358,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
LATTE MACCHIATO GRANDE,1.4811296106734373,1.0,1.0,1.0,1.0803429469167072,1.371119001834222,1.0753957826008798,1.0,1.706285042564708,1.804971565105904,2.150009066822402,1.0,3.3998384249338107,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
LATTE MACCHIATO VENTI®,1.6291694908806487,1.0,1.0,1.0,1.1606858938334146,1.4700840689900145,1.099204977106421,1.0,1.9555621164110755,2.0732954201412053,2.725013600233603,1.0,3.999798031167263,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
CINNAMON DOLCE LATTE SHORT,1.3700997005180287,1.0,1.0,1.0,1.0803429469167072,1.173188867522637,1.0793639816851366,1.0,1.789377400513497,1.402485782552952,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
CINNAMON DOLCE LATTE TALL,1.5921595208288457,1.0,1.0,1.0,1.0803429469167072,1.2721539346784296,1.123014171611962,1.0,2.2463853692318376,1.603728673829428,1.8625068001168015,1.0,2.799878818700358,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
CINNAMON DOLCE LATTE GRANDE,1.77720937108786,1.0,1.0,1.0,1.0803429469167072,1.3340071016508,1.1587279633702734,1.0,2.578754801026994,1.7378906013470787,2.150009066822402,1.0,3.0998586218170843,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
CINNAMON DOLCE LATTE VENTI®,1.9992691913986773,1.0,1.0,1.0,1.1606858938334146,1.4453428022010666,1.2023781532970985,1.0,3.0357627697453347,2.00621445638238,2.4375113335280023,1.0,3.6998182280505367,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
SKINNY CINNAMON DOLCE LATTE SHORT,1.2220598203108173,1.0,1.0,1.0,1.0803429469167072,1.1979301343115851,1.0357137917583115,1.0,1.3323694317951567,1.402485782552952,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
SKINNY CINNAMON DOLCE LATTE TALL,1.3700997005180287,1.0,1.0,1.0,1.0803429469167072,1.3092658348618518,1.0555547871795956,1.0,1.5401003266671296,1.603728673829428,1.8625068001168015,1.0,2.799878818700358,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
SKINNY CINNAMON DOLCE LATTE GRANDE,1.4441196406216343,1.0,1.0,1.0,1.0803429469167072,1.3958602686231703,1.0753957826008798,1.0,1.6647388635903133,1.804971565105904,2.150009066822402,1.0,3.0998586218170843,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
SKINNY CINNAMON DOLCE LATTE VENTI®,1.5921595208288457,1.0,1.0,1.0,1.1606858938334146,1.4948253357789627,1.095236778022164,1.0,1.8724697584622862,2.00621445638238,2.4375113335280023,1.0,3.999798031167263,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED SKINNY CINNAMON DOLCE LATTE TALL,1.2220598203108173,1.0,1.0,1.0,1.0803429469167072,1.1979301343115851,1.0357137917583115,1.0,1.3323694317951567,1.402485782552952,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
ICED SKINNY CINNAMON DOLCE LATTE GRANDE,1.2960797604144227,1.0,1.0,1.0,1.0803429469167072,1.2597833012839554,1.047618389011082,1.0,1.4154617897439459,1.4695667463117774,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED SKINNY CINNAMON DOLCE LATTE VENTI®,1.4071096705698314,1.0,1.0,1.0,1.0803429469167072,1.346377735045274,1.067459384432366,1.0,1.581646505641524,1.6708096375882533,1.8625068001168015,1.0,2.799878818700358,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
SKINNY MOCHA SHORT,1.2960797604144227,1.0566879042851784,1.0998858510848784,1.0,1.0803429469167072,1.173188867522637,1.047618389011082,1.3715814565171516,1.2908232528207622,1.4695667463117774,1.4600036267289607,1.0,1.899939409350179,3.7075938015913765,0.0,1.011022625924359,BEBIDAS,#24704D
SKINNY MOCHA TALL,1.4811296106734373,1.0566879042851784,1.0998858510848784,1.0,1.0803429469167072,1.2845245680729036,1.071427583516623,1.5573721847757274,1.4985541476927349,1.7378906013470787,1.8625068001168015,1.0,2.799878818700358,5.061390702387065,0.0,1.011022625924359,BEBIDAS,#24704D
SKINNY MOCHA GRANDE,1.5921595208288457,1.1133758085703571,1.0998858510848784,1.0,1.0803429469167072,1.346377735045274,1.095236778022164,1.7431629130343032,1.6231926846159188,1.9391334926235546,2.150009066822402,1.0,3.0998586218170843,6.415187603182754,0.0,1.0220452518487182,BEBIDAS,#24704D
SKINNY MOCHA VENTI®,1.77720937108786,1.1133758085703571,1.1997717021697567,1.0,1.1606858938334146,1.4700840689900145,1.119045972527705,1.9289536412928787,1.789377400513497,2.207457347658856,2.4375113335280023,1.0,3.6998182280505367,7.317718870379879,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED SKINNY MOCHA TALL,1.333089730466226,1.0566879042851784,1.0998858510848784,1.0,1.0803429469167072,1.185559500917111,1.0515865880953388,1.5573721847757274,1.2908232528207622,1.4695667463117774,1.4600036267289607,1.0,1.899939409350179,5.061390702387065,0.0,1.011022625924359,BEBIDAS,#24704D
ICED SKINNY MOCHA GRANDE,1.4441196406216343,1.1133758085703571,1.0998858510848784,1.0,1.0803429469167072,1.2350420344950073,1.067459384432366,1.7431629130343032,1.3323694317951567,1.603728673829428,1.5750045334112008,1.0,2.1999192124669054,6.415187603182754,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED SKINNY MOCHA VENTI®,1.6291694908806487,1.1700637128555358,1.1997717021697567,1.0,1.0803429469167072,1.3216364682563257,1.099204977106421,2.1147443695514547,1.4570079687183404,1.8720525288647294,1.8625068001168015,1.0,2.799878818700358,9.122781404774129,0.0,1.0330678777730773,BEBIDAS,#24704D
WHITE CHOCOLATE MOCHA SHORT,1.6661794609324514,1.1700637128555358,1.299657553254635,1.0,1.0803429469167072,1.2845245680729036,1.119045972527705,1.0,2.204839190257443,1.4695667463117774,1.4600036267289607,1.0,2.1999192124669054,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
WHITE CHOCOLATE MOCHA TALL,1.9992691913986773,1.283439521425893,1.3995434043395134,1.0,1.1606858938334146,1.4453428022010666,1.1825371578758144,1.0,2.869578053847756,1.7378906013470787,1.8625068001168015,1.077689931107737,3.0998586218170843,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
WHITE CHOCOLATE MOCHA GRANDE,2.2953489518131,1.3401274257110716,1.4994292554243918,1.0,1.1606858938334146,1.5690491361458072,1.2420601441396668,1.0,3.409678380514886,1.9391334926235546,2.150009066822402,1.077689931107737,3.6998182280505367,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
