name,calorias,gorduras totais,gorduras saturadas,gorduras trans,colesterol,sódio,carboidratos,fibras,açúcares,proteínas,vitamina A,vitamina C,cálcio,ferro,sal,cafeína,categoria,rede
WHITE CHOCOLATE MOCHA VENTI®,2.628438682279326,1.39681532999625,1.5993151065092701,1.0,1.2410288407501218,1.7422380036684442,1.305551329487776,1.0,4.074417244105199,2.207457347658856,2.4375113335280023,1.077689931107737,4.599757637400716,1.180506253439425,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED WHITE CHOCOLATE MOCHA TALL,1.8512293111914657,1.283439521425893,1.3995434043395134,1.0,1.0803429469167072,1.3340071016508,1.1626961624545302,1.0,2.6618471589757835,1.5366477100706026,1.4600036267289607,1.077689931107737,2.4998990155836314,1.0,0.0,1.011022625924359,BEBIDAS,#24704D
ICED WHITE CHOCOLATE MOCHA GRANDE,2.1473090716058887,1.3401274257110716,1.4994292554243918,1.0,1.1606858938334146,1.4206015354121182,1.214282750549869,1.0,3.1604013066685184,1.6708096375882533,1.5750045334112008,1.077689931107737,2.799878818700358,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
ICED WHITE CHOCOLATE MOCHA VENTI®,2.6654486523311287,1.5101911385666074,1.6992009575941482,1.0,1.1606858938334146,1.6432729365126515,1.3214241258248034,1.0,4.199055781028383,1.9391334926235546,1.8625068001168015,1.077689931107737,3.6998182280505367,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
STARBUCKS DOUBLESHOT ON ICE TALL,1.25906979036262,1.0,1.0,1.0,1.0,1.0865944337613185,1.0555547871795956,1.0,1.5401003266671296,1.2012428912764759,1.2300018133644803,1.0,1.4799676849867622,1.0,0.0,1.0220452518487182,BEBIDAS,#24704D
STARBUCKS DOUBLESHOT ON ICE GRANDE,1.333089730466226,1.0,1.0,1.0,1.0,1.0865944337613185,1.0793639816851366,1.0,1.7478312215391025,1.2012428912764759,1.2300018133644803,1.0,1.4799676849867622,1.0,0.0,1.0330678777730773,BEBIDAS,#24704D
STARBUCKS DOUBLESHOT ON ICE VENTI®,1.555149550777043,1.0,1.0,1.0,1.0,1.1237063339447406,1.1309505697804756,1.0,2.204839190257443,1.2683238550353013,1.3450027200467205,1.0,1.5999596062334527,1.0,0.0,1.0551131296217955,BEBIDAS,#24704D
ICED BLACK TEA TALL,1.2220598203108173,1.0,1.0,1.0,1.0,1.012370633394474,1.0595229862638524,1.0,1.6231926846159188,1.0,1.0,1.0,1.0,1.0,0.0,1.2976108999576959,BEBIDAS,#24704D
ICED BLACK TEA GRANDE,1.2960797604144227,1.0,1.0,1.0,1.0,1.0247412667889482,1.0793639816851366,1.0,1.8309235794878918,1.0,1.0,1.0,1.0,1.0,0.0,1.3718299145150472,BEBIDAS,#24704D
ICED BLACK TEA VENTI®,1.4441196406216343,1.0,1.0,1.0,1.0,1.0371119001834224,1.119045972527705,1.0,2.2463853692318376,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.594486958187101,BEBIDAS,#24704D
ICED BLACK TEA TRENTA,1.51813958072524,1.0,1.0,1.0,1.0,1.0494825335778963,1.1388869679489892,1.0,2.412570085129416,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.7429249873018038,BEBIDAS,#24704D
ICED BLACK TEA LEMONADE TALL,1.333089730466226,1.0,1.0,1.0,1.0,1.012370633394474,1.095236778022164,1.0,1.99710829538547,1.0,1.0,1.3884496555386852,1.0,1.0,0.0,1.2976108999576959,BEBIDAS,#24704D
ICED BLACK TEA LEMONADE GRANDE,1.4441196406216343,1.0,1.0,1.0,1.0,1.012370633394474,1.1269823706962188,1.0,2.3294777271806266,1.0,1.0,1.5826744833080277,1.0,1.0,0.0,1.3718299145150472,BEBIDAS,#24704D
ICED BLACK TEA LEMONADE VENTI®,1.7031894309842543,1.0,1.0,1.0,1.0,1.0247412667889482,1.190473556044328,1.0,2.9526704117965457,1.0,1.0,1.7768993110773703,1.1199919212466907,1.0,0.0,1.594486958187101,BEBIDAS,#24704D
ICED BLACK TEA LEMONADE TRENTA,1.814219341139663,1.0,1.0,1.0,1.0,1.0247412667889482,1.2301555468868963,1.0,3.368132201540491,1.0,1.0,1.971124138846713,1.1199919212466907,1.0,0.0,1.7429249873018038,BEBIDAS,#24704D
CHAI TEA LATTE SHORT,1.3700997005180287,1.0,1.0,1.0,1.0,1.1237063339447406,1.0873003798536502,1.0,1.8724697584622862,1.2683238550353013,1.3450027200467205,1.0,1.5999596062334527,1.0,0.0,1.0073484172829061,BEBIDAS,#24704D
CHAI TEA LATTE TALL,1.5921595208288457,1.0,1.0,1.0,1.0803429469167072,1.1979301343115851,1.1349187688647324,1.0,2.3294777271806266,1.402485782552952,1.5750045334112008,1.0,2.1999192124669054,1.180506253439425,0.0,1.0102877841960685,BEBIDAS,#24704D
CHAI TEA LATTE GRANDE,1.77720937108786,1.0,1.0,1.0,1.0803429469167072,1.2597833012839554,1.1785689587915575,1.0,2.786485695898967,1.5366477100706026,1.8625068001168015,1.0,2.4998990155836314,1.180506253439425,0.0,1.0139619928375216,BEBIDAS,#24704D
CHAI TEA LATTE VENTI®,1.9622592213468744,1.0,1.0,1.0,1.0803429469167072,1.3340071016508,1.2261873478026395,1.0,3.243493664617308,1.6708096375882533,1.8625068001168015,1.0,3.0998586218170843,1.180506253439425,0.0,1.0176362014789746,BEBIDAS,#24704D
ICED CHAI TEA LATTE TALL,1.555149550777043,1.0,1.0,1.0,1.0803429469167072,1.185559500917111,1.1309505697804756,1.0,2.287931548206232,1.402485782552952,1.5750045334112008,1.0,2.1999192124669054,1.180506253439425,0.0,1.0102877841960685,BEBIDAS,#24704D
ICED CHAI TEA LATTE GRANDE,1.7401994010360573,1.0,1.0,1.0,1.0803429469167072,1.2474126678894812,1.1746007597073007,1.0,2.7449395169245725,1.5366477100706026,1.8625068001168015,1.0,2.4998990155836314,1.180506253439425,0.0,1.0139619928375216,BEBIDAS,#24704D
ICED CHAI TEA LATTE VENTI®,2.1102991015540855,1.0,1.0,1.0,1.0803429469167072,1.346377735045274,1.2579329404766941,1.0,3.5758630964124642,1.7378906013470787,2.150009066822402,1.0,3.0998586218170843,1.180506253439425,0.0,1.0213104101204276,BEBIDAS,#24704D
EARL GREY BREWED TEA SHORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
EARL GREY BREWED TEA TALL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
EARL GREY BREWED TEA GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
EARL GREY BREWED TEA VENTI®,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
EMPEROR'S CLOUDS AND MIST BREWED TEA SHORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.016901359750684,BEBIDAS,#24704D
EMPEROR'S CLOUDS AND MIST BREWED TEA TALL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.016901359750684,BEBIDAS,#24704D
EMPEROR'S CLOUDS AND MIST BREWED TEA GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2388235616944474,BEBIDAS,#24704D
EMPEROR'S CLOUDS AND MIST BREWED TEA VENTI®,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2388235616944474,BEBIDAS,#24704D
ENGLISH BREAKFAST BLACK BREWED TEA SHORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
ENGLISH BREAKFAST BLACK BREWED TEA TALL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
ENGLISH BREAKFAST BLACK BREWED TEA GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
ENGLISH BREAKFAST BLACK BREWED TEA VENTI®,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
ENGLISH BREAKFAST BLACK TEA LATTE SHORT,1.2960797604144227,1.0,1.0,1.0,1.0,1.1237063339447406,1.0595229862638524,1.0,1.6231926846159188,1.2683238550353013,1.3450027200467205,1.0,1.899939409350179,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
ENGLISH BREAKFAST BLACK TEA LATTE TALL,1.4071096705698314,1.0,1.0,1.0,1.0803429469167072,1.173188867522637,1.0912685789379073,1.0,1.9555621164110755,1.3354048187941268,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
ENGLISH BREAKFAST BLACK TEA LATTE GRANDE,1.555149550777043,1.0,1.0,1.0,1.0803429469167072,1.2350420344950073,1.119045972527705,1.0,2.2463853692318376,1.4695667463117774,1.8625068001168015,1.0,2.4998990155836314,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
ENGLISH BREAKFAST BLACK TEA LATTE VENTI®,1.7031894309842543,1.0,1.0,1.0,1.0803429469167072,1.2968952014673776,1.1507915652017597,1.0,2.578754801026994,1.603728673829428,1.8625068001168015,1.0,2.799878818700358,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
GREEN TEA LATTE SHORT,1.2960797604144227,1.0,1.0,1.0,1.0803429469167072,1.173188867522637,1.0555547871795956,1.0,1.581646505641524,1.402485782552952,1.5750045334112008,1.155379862215474,2.1999192124669054,1.180506253439425,0.0,1.0044090503697436,BEBIDAS,#24704D
GREEN TEA LATTE TALL,1.51813958072524,1.0,1.0,1.0,1.0803429469167072,1.2845245680729036,1.099204977106421,1.1857907282585758,1.99710829538547,1.6708096375882533,2.150009066822402,1.3884496555386852,2.799878818700358,1.3610125068788501,0.0,1.0080832590111966,BEBIDAS,#24704D
GREEN TEA LATTE GRANDE,1.7031894309842543,1.0,1.0,1.0,1.0803429469167072,1.346377735045274,1.1349187688647324,1.1857907282585758,2.3710239061550213,1.804971565105904,2.150009066822402,1.5826744833080277,3.3998384249338107,1.3610125068788501,0.0,1.0117574676526497,BEBIDAS,#24704D
GREEN TEA LATTE VENTI®,1.9252492512950714,1.0566879042851784,1.0,1.0,1.1606858938334146,1.4700840689900145,1.1785689587915575,1.3715814565171516,2.8280318748733615,2.0732954201412053,2.725013600233603,1.7768993110773703,3.999798031167263,1.5415187603182754,0.0,1.0161665180223933,BEBIDAS,#24704D
ICED GREEN TEA LATTE TALL,1.4441196406216343,1.0,1.0,1.0,1.0803429469167072,1.2350420344950073,1.0873003798536502,1.1857907282585758,1.8724697584622862,1.5366477100706026,1.8625068001168015,1.3884496555386852,2.4998990155836314,1.3610125068788501,0.0,1.0080832590111966,BEBIDAS,#24704D
ICED GREEN TEA LATTE GRANDE,1.6291694908806487,1.0,1.0,1.0,1.0803429469167072,1.3216364682563257,1.1269823706962188,1.1857907282585758,2.287931548206232,1.7378906013470787,2.150009066822402,1.5826744833080277,3.0998586218170843,1.3610125068788501,0.0,1.0117574676526497,BEBIDAS,#24704D
ICED GREEN TEA LATTE VENTI®,1.8882392812432687,1.0566879042851784,1.0,1.0,1.1606858938334146,1.4453428022010666,1.1746007597073007,1.3715814565171516,2.7449395169245725,2.00621445638238,2.4375113335280023,1.7768993110773703,3.999798031167263,1.5415187603182754,0.0,1.0161665180223933,BEBIDAS,#24704D
ICED GREEN TEA TALL,1.2220598203108173,1.0,1.0,1.0,1.0,1.012370633394474,1.0595229862638524,1.0,1.6231926846159188,1.0,1.0,1.0,1.0,1.0,0.0,1.2976108999576959,BEBIDAS,#24704D
ICED GREEN TEA GRANDE,1.2960797604144227,1.0,1.0,1.0,1.0,1.0247412667889482,1.0793639816851366,1.0,1.8309235794878918,1.0,1.0,1.0,1.0,1.0,0.0,1.3718299145150472,BEBIDAS,#24704D
ICED GREEN TEA VENTI®,1.4441196406216343,1.0,1.0,1.0,1.0,1.0371119001834224,1.119045972527705,1.0,2.2463853692318376,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.594486958187101,BEBIDAS,#24704D
ICED GREEN TEA TRENTA,1.51813958072524,1.0,1.0,1.0,1.0,1.0494825335778963,1.1388869679489892,1.0,2.412570085129416,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.7429249873018038,BEBIDAS,#24704D
ICED GREEN TEA LEMONADE TALL,1.333089730466226,1.0,1.0,1.0,1.0,1.012370633394474,1.095236778022164,1.0,1.99710829538547,1.0,1.0,1.3884496555386852,1.0,1.0,0.0,1.2976108999576959,BEBIDAS,#24704D
ICED GREEN TEA LEMONADE GRANDE,1.4441196406216343,1.0,1.0,1.0,1.0,1.012370633394474,1.1269823706962188,1.0,2.3294777271806266,1.0,1.0,1.5826744833080277,1.0,1.0,0.0,1.3718299145150472,BEBIDAS,#24704D
ICED GREEN TEA LEMONADE VENTI®,1.7031894309842543,1.0,1.0,1.0,1.0,1.0247412667889482,1.190473556044328,1.0,2.9526704117965457,1.0,1.0,1.7768993110773703,1.1199919212466907,1.0,0.0,1.594486958187101,BEBIDAS,#24704D
ICED GREEN TEA LEMONADE TRENTA,1.814219341139663,1.0,1.0,1.0,1.0,1.0247412667889482,1.2301555468868963,1.0,3.368132201540491,1.0,1.0,1.971124138846713,1.1199919212466907,1.0,0.0,1.7429249873018038,BEBIDAS,#24704D
JADE CITRUS MINT BREWED TEA SHORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2388235616944474,BEBIDAS,#24704D
JADE CITRUS MINT BREWED TEA TALL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2388235616944474,BEBIDAS,#24704D
JADE CITRUS MINT BREWED TEA GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
JADE CITRUS MINT BREWED TEA VENTI®,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
LONDON FOG TEA LATTE SHORT,1.2960797604144227,1.0,1.0,1.0,1.0,1.1237063339447406,1.0595229862638524,1.0,1.6231926846159188,1.2683238550353013,1.3450027200467205,1.0,1.899939409350179,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
LONDON FOG TEA LATTE TALL,1.4071096705698314,1.0,1.0,1.0,1.0803429469167072,1.173188867522637,1.0912685789379073,1.0,1.9555621164110755,1.3354048187941268,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
LONDON FOG TEA LATTE GRANDE,1.555149550777043,1.0,1.0,1.0,1.0803429469167072,1.2350420344950073,1.119045972527705,1.0,2.2463853692318376,1.4695667463117774,1.8625068001168015,1.0,2.4998990155836314,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
LONDON FOG TEA LATTE VENTI®,1.7031894309842543,1.0,1.0,1.0,1.0803429469167072,1.2968952014673776,1.1507915652017597,1.0,2.578754801026994,1.603728673829428,1.8625068001168015,1.0,2.799878818700358,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
ICED MANGO BLACK TEA TALL,1.2220598203108173,1.0,1.0,1.0,1.0,1.0247412667889482,1.0555547871795956,1.0,1.581646505641524,1.0,1.0,1.0,1.0,1.0,0.0,1.2976108999576959,BEBIDAS,#24704D
ICED MANGO BLACK TEA GRANDE,1.2960797604144227,1.0,1.0,1.0,1.0,1.0247412667889482,1.0753957826008798,1.0,1.789377400513497,1.0,1.0,1.0,1.0,1.0,0.0,1.3718299145150472,BEBIDAS,#24704D
ICED MANGO BLACK TEA VENTI®,1.4441196406216343,1.0,1.0,1.0,1.0,1.0371119001834224,1.1150777734434483,1.0,2.1632930112830486,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.594486958187101,BEBIDAS,#24704D
ICED MANGO BLACK TEA TRENTA,1.51813958072524,1.0,1.0,1.0,1.0,1.0494825335778963,1.1349187688647324,1.0,2.3710239061550213,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.7429249873018038,BEBIDAS,#24704D
ICED MANGO BLACK TEA LEMONADE TALL,1.333089730466226,1.0,1.0,1.0,1.0,1.012370633394474,1.095236778022164,1.0,1.9555621164110755,1.0,1.0,1.3884496555386852,1.0,1.0,0.0,1.2976108999576959,BEBIDAS,#24704D
ICED MANGO BLACK TEA LEMONADE GRANDE,1.4441196406216343,1.0,1.0,1.0,1.0,1.0247412667889482,1.123014171611962,1.0,2.287931548206232,1.0,1.0,1.5826744833080277,1.0,1.0,0.0,1.3718299145150472,BEBIDAS,#24704D
ICED MANGO BLACK TEA LEMONADE VENTI®,1.7031894309842543,1.0,1.0,1.0,1.0,1.0247412667889482,1.1865053569600712,1.0,2.911124232822151,1.0,1.0,1.7768993110773703,1.1199919212466907,1.0,0.0,1.594486958187101,BEBIDAS,#24704D
ICED MANGO BLACK TEA LEMONADE TRENTA,1.8512293111914657,1.0,1.0,1.0,1.0,1.0371119001834224,1.2301555468868963,1.0,3.368132201540491,1.0,1.0,1.971124138846713,1.1199919212466907,1.0,0.0,1.7429249873018038,BEBIDAS,#24704D
MINT MAJESTY BREWED TEA SHORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
MINT MAJESTY BREWED TEA TALL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
MINT MAJESTY BREWED TEA GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
MINT MAJESTY BREWED TEA VENTI®,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
OPRAH CHAI HERBAL BREWED TEA SHORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
OPRAH CHAI HERBAL BREWED TEA TALL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
OPRAH CHAI HERBAL BREWED TEA GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
OPRAH CHAI HERBAL BREWED TEA VENTI®,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
OPRAH CINNAMON CHAI BREWED TEA SHORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.016901359750684,BEBIDAS,#24704D
OPRAH CINNAMON CHAI BREWED TEA TALL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.016901359750684,BEBIDAS,#24704D
OPRAH CINNAMON CHAI BREWED TEA GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2388235616944474,BEBIDAS,#24704D
OPRAH CINNAMON CHAI BREWED TEA VENTI®,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2388235616944474,BEBIDAS,#24704D
PASSION TANGO BREWED TEA SHORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
PASSION TANGO BREWED TEA TALL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
PASSION TANGO BREWED TEA GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
PASSION TANGO BREWED TEA VENTI®,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
ICED PASSION TANGO TEA TALL,1.2220598203108173,1.0,1.0,1.0,1.0,1.012370633394474,1.0595229862638524,1.0,1.6231926846159188,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
ICED PASSION TANGO TEA GRANDE,1.2960797604144227,1.0,1.0,1.0,1.0,1.0247412667889482,1.0793639816851366,1.0,1.8309235794878918,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
ICED PASSION TANGO TEA VENTI®,1.4441196406216343,1.0,1.0,1.0,1.0,1.0371119001834224,1.119045972527705,1.0,2.2463853692318376,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.0,BEBIDAS,#24704D
ICED PASSION TANGO TEA TRENTA,1.51813958072524,1.0,1.0,1.0,1.0,1.0494825335778963,1.1388869679489892,1.0,2.412570085129416,1.0,1.0,1.0,1.1199919212466907,1.0,0.0,1.0,BEBIDAS,#24704D
ICED PASSION TANGO TEA LEMONADE TALL,1.333089730466226,1.0,1.0,1.0,1.0,1.012370633394474,1.095236778022164,1.0,1.99710829538547,1.0,1.0,1.3884496555386852,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
ICED PASSION TANGO TEA LEMONADE GRANDE,1.4441196406216343,1.0,1.0,1.0,1.0,1.012370633394474,1.1269823706962188,1.0,2.3294777271806266,1.0,1.0,1.5826744833080277,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
ICED PASSION TANGO TEA LEMONADE VENTI®,1.7031894309842543,1.0,1.0,1.0,1.0,1.0247412667889482,1.190473556044328,1.0,2.9526704117965457,1.0,1.0,1.7768993110773703,1.1199919212466907,1.0,0.0,1.0,BEBIDAS,#24704D
ICED PASSION TANGO TEA LEMONADE TRENTA,1.814219341139663,1.0,1.0,1.0,1.0,1.0247412667889482,1.2301555468868963,1.0,3.368132201540491,1.0,1.0,1.971124138846713,1.1199919212466907,1.0,0.0,1.0,BEBIDAS,#24704D
PEACH ICED GREEN TEA TALL,1.2220598203108173,1.0,1.0,1.0,1.0,1.0,1.0595229862638524,1.0,1.6231926846159188,1.0,1.0,1.0,1.0,1.0,0.0,1.2976108999576959,BEBIDAS,#24704D
PEACH ICED GREEN TEA GRANDE,1.2960797604144227,1.0,1.0,1.0,1.0,1.0,1.0793639816851366,1.0,1.8309235794878918,1.0,1.0,1.0,1.0,1.0,0.0,1.3718299145150472,BEBIDAS,#24704D
PEACH ICED GREEN TEA VENTI®,1.4811296106734373,1.0,1.0,1.0,1.0,1.0049482533577896,1.123014171611962,1.0,2.2463853692318376,1.0,1.0,1.0,1.0,1.0,0.0,1.594486958187101,BEBIDAS,#24704D
PEACH ICED GREEN TEA TRENTA,1.555149550777043,1.0,1.0,1.0,1.0,1.0049482533577896,1.142855167033246,1.0,2.4541162641038103,1.0,1.0,1.0,1.0,1.0,0.0,1.7429249873018038,BEBIDAS,#24704D
PEACH ICED GREEN TEA LEMONADE TALL,1.3700997005180287,1.0,1.0,1.0,1.0,1.0,1.099204977106421,1.0,1.99710829538547,1.0,1.0,1.3884496555386852,1.0,1.0,0.0,1.2976108999576959,BEBIDAS,#24704D
PEACH ICED GREEN TEA LEMONADE GRANDE,1.4811296106734373,1.0,1.0,1.0,1.0,1.0024741266788948,1.1309505697804756,1.0,2.3294777271806266,1.0,1.0,1.5826744833080277,1.0,1.0,0.0,1.3718299145150472,BEBIDAS,#24704D
PEACH ICED GREEN TEA LEMONADE VENTI®,1.7031894309842543,1.0,1.0,1.0,1.0,1.0049482533577896,1.1944417551285849,1.0,2.99421659077094,1.0,1.0,1.7768993110773703,1.0,1.0,0.0,1.594486958187101,BEBIDAS,#24704D
PEACH ICED GREEN TEA LEMONADE TRENTA,1.8882392812432687,1.0,1.0,1.0,1.0,1.0049482533577896,1.23809194505541,1.0,3.4512245594892805,1.0,1.0,1.971124138846713,1.0,1.0,0.0,1.7429249873018038,BEBIDAS,#24704D
PEACH TRANQUILITY BREWED TEA SHORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
PEACH TRANQUILITY BREWED TEA TALL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
PEACH TRANQUILITY BREWED TEA GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
PEACH TRANQUILITY BREWED TEA VENTI®,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,BEBIDAS,#24704D
YOUTHBERRY BREWED TEA SHORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.016901359750684,BEBIDAS,#24704D
YOUTHBERRY BREWED TEA TALL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.016901359750684,BEBIDAS,#24704D
YOUTHBERRY BREWED TEA GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2388235616944474,BEBIDAS,#24704D
YOUTHBERRY BREWED TEA VENTI®,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2388235616944474,BEBIDAS,#24704D
OPRAH CINNAMON CHAI LATTE SHORT,1.2960797604144227,1.0,1.0,1.0,1.0,1.1113357005502666,1.067459384432366,1.0,1.6647388635903133,1.2683238550353013,1.3450027200467205,1.0,1.5999596062334527,1.0,0.0,1.003674208641453,BEBIDAS,#24704D
OPRAH CINNAMON CHAI LATTE TALL,1.4811296106734373,1.0,1.0,1.0,1.0803429469167072,1.173188867522637,1.099204977106421,1.0,1.9555621164110755,1.3354048187941268,1.5750045334112008,1.0,2.1999192124669054,1.0,0.0,1.0058787338263249,BEBIDAS,#24704D
OPRAH CINNAMON CHAI LATTE GRANDE,1.6291694908806487,1.0,1.0,1.0,1.0803429469167072,1.2226714011005333,1.1309505697804756,1.0,2.287931548206232,1.4695667463117774,1.8625068001168015,1.0,2.4998990155836314,1.0,0.0,1.0073484172829061,BEBIDAS,#24704D
